(stdin)= 8227dacaf51aef7753df91350d66a9050272642bd7eb8d204a46d10a8afa9e4d
(stdin)= 92e81813f3c0aee83789133160e9fff04230a6fd668a32b413aaa9d55e885d16
(stdin)= 0e24f9a94587c55cf7723fc061cfd4311da93164c61526fc831cd3642a93c42a
(stdin)= f0fdb02181cfbe51a1f5f7730e2240ce6f954cba2b967e3dba0df6335752ae08
(stdin)= 8102712588a402acac95f9a7cadd989cf5379902fc72f0c64a16139c86aa2b7d
(stdin)= 8dda225065488cf8481f67eb31e1e9c74cc2b586e03fa12f92a611aa9b417313
(stdin)= 9b4a3e0137cacd9abbda241870c04c1ec2400a6d667a195a465fe1115c769ee2
(stdin)= a9ce5382fdd223ea7aeff04dbb0314ad8c934b495289ee56d0c84bb3251af0bc
(stdin)= c6bb3fbd6d745d7f42c0d5b7d8b0738c47e43fc692ca8d73499c87385a143b9d
(stdin)= ab3031b366914a5b2143765f8d6dba93945c1f00f9ad08051bc52104d9561670
(stdin)= 262ecd22bd4337fe3c73bd922ef74edbe44f49cd9715e90e42c07edfa4db9eb0
(stdin)= f3a82d15f6420c289a697afca14e402318aa3c96968ade4aaa215f9c7bd09994
(stdin)= 2554908e966e242087285ebbcc555acb11e4a0ff8395390e41e4ac0a02598094
(stdin)= 30f6da7de00a034a154fec8bce276e8a4757d8b1df3b6aee0c7b9eb23e7b09c2
(stdin)= 2c6a668c6b59856af2d32687ce2e6749d34b407da47735799f3358fd4a92bf18
(stdin)= 253108e5b58696aa47a715ffe6a5b3384e8ae14ccc6748cf6803290b67df7794
(stdin)= 885cd1a56c8b9aad615b60484090c96a9518e05014e729bd1c3505c94771c1ec
(stdin)= 753c30ff74da060afb069a26fec8bc14797a35ec864b000e976e255be1a3dea5
(stdin)= b2e2f8a97a04881b1279abfe6aa51a0700e15330401b6fcfbf10f8a91b488a42
(stdin)= 9ff2d727435e3b4d5d4c84ed072dcc7662764ae1a140c6df28bc10cfff0fab38
(stdin)= 4884ed6edc3903bfc3a06f16abb600fb4a08f463c976df60edb6f1d8e7cc9634
(stdin)= b38b1b5f6491730dceaa167afa9b9e053be9e161825f0f801db9cb016d374a3b
(stdin)= 5fdfe28cc50989f8bf9163db53cd601874471c6ae93a10a3e79b378308d7ca82
(stdin)= 07b5bc0438675514a0e2f9ed156175168432ceb2e2adfec9ed599d0c993d3207
(stdin)= 69509ea8efb212e28c67bc75715e88bc6c67bbbff8004256104e361dfcbc44c6
(stdin)= 40ced51c824172e953d424f46c5be510a43c23892351b1036629983f0e8e24df
(stdin)= 6708739e0d3f82c39bc438342280441d504cbcf367b5769166d999e57a70bbd1
